"","p1","p2","cross","reciprocal","cross_numb","reciprocal_numb","Heading","Height","TestWeight","Yield","DON","FDK","merit","ranking","relativeProfit"
"888","42","16","IL17-8620 x IL17-23904","IL17-23904 x IL17-8620","42 x 16","16 x 42",130.97,36.48,57.97,84.57,1.5,21.38,397.31,699,-12.46
"889","26","16","IL17-8626 x IL17-23904","IL17-23904 x IL17-8626","26 x 16","16 x 26",131.45,35.61,58.05,83.73,1.41,18.84,395.04,714,-14.73
"890","21","16","IL17-8831 x IL17-23904","IL17-23904 x IL17-8831","21 x 16","16 x 21",133.28,36.31,57.67,88.48,1.51,16.45,401.39,620.5,-8.38
"891","5","16","IL18-14535 x IL17-23904","IL17-23904 x IL18-14535","5 x 16","16 x 5",131.59,36.04,57.89,86.72,1.54,18.74,403.53,563,-6.24
"892","24","16","IL18-15372 x IL17-23904","IL17-23904 x IL18-15372","24 x 16","16 x 24",131.58,36.26,58.23,86.65,1.54,17.57,405.98,490,-3.79
"893","36","16","IL18-22767 x IL17-23904","IL17-23904 x IL18-22767","36 x 16","16 x 36",132.76,36.77,57.59,88.28,1.54,17.69,400.24,641,-9.53
"894","12","16","IL18-22976 x IL17-23904","IL17-23904 x IL18-22976","12 x 16","16 x 12",133.95,37.73,57.96,89.05,1.53,18.15,404.42,538,-5.35
"895","15","16","IL18-23760 x IL17-23904","IL17-23904 x IL18-23760","15 x 16","16 x 15",133.29,36.79,58.09,87.71,1.52,16.83,403.41,566.5,-6.36
"896","17","16","IL18-4910 x IL17-23904","IL17-23904 x IL18-4910","17 x 16","16 x 17",132.08,36.86,58.56,85.25,1.29,16.14,402.64,588,-7.13
"897","3","16","IL18MSFRS-18 x IL17-23904","IL17-23904 x IL18MSFRS-18","3 x 16","16 x 3",133.85,36.96,58.01,90.55,1.42,15.19,416.31,151,6.54
"898","33","16","IL19-10123 x IL17-23904","IL17-23904 x IL19-10123","33 x 16","16 x 33",130.97,36.74,57.92,86.44,1.65,17.45,404.89,524,-4.88
"899","23","16","IL19-12830 x IL17-23904","IL17-23904 x IL19-12830","23 x 16","16 x 23",132.75,37.02,58.13,86.26,1.58,17.38,398.14,680,-11.63
"900","37","16","IL19-13713 x IL17-23904","IL17-23904 x IL19-13713","37 x 16","16 x 37",131.44,36.25,57.97,85.53,1.3,12.28,408.88,391,-0.89
"901","14","16","IL19-13942 x IL17-23904","IL17-23904 x IL19-13942","14 x 16","16 x 14",130.46,36.32,57.88,84.42,1.36,14.37,404.66,530,-5.11
"902","7","16","IL19-13978 x IL17-23904","IL17-23904 x IL19-13978","7 x 16","16 x 7",130.91,36.55,58.07,84.89,1.49,16.03,403.41,566.5,-6.36
"903","4","16","IL19-14617 x IL17-23904","IL17-23904 x IL19-14617","4 x 16","16 x 4",130.29,36.56,57.88,88.15,1.67,17.87,414.12,201,4.35
"904","1","16","IL19-14856 x IL17-23904","IL17-23904 x IL19-14856","1 x 16","16 x 1",130.69,37.16,57.75,89.01,1.48,15.06,419.01,107,9.24
"905","38","16","IL19-15327 x IL17-23904","IL17-23904 x IL19-15327","38 x 16","16 x 38",132.65,37.43,57.61,87.38,1.47,14.3,400.89,629,-8.88
"906","8","16","IL19-18153 x IL17-23904","IL17-23904 x IL19-18153","8 x 16","16 x 8",132.62,35.97,57.95,88.07,1.46,16.24,408.78,394,-0.99
"907","30","16","IL19-18837 x IL17-23904","IL17-23904 x IL19-18837","30 x 16","16 x 30",133.02,35.89,57.75,86.41,1.39,14.88,398.4,674.5,-11.37
"908","32","16","IL19-21760 x IL17-23904","IL17-23904 x IL19-21760","32 x 16","16 x 32",132.07,35.7,57.57,86.14,1.39,18.13,396.25,707,-13.52
"909","10","16","IL19-22757 x IL17-23904","IL17-23904 x IL19-22757","10 x 16","16 x 10",132.2,36.79,58.45,86.28,1.53,16.99,402,605,-7.77
"910","31","16","IL19-23833 x IL17-23904","IL17-23904 x IL19-23833","31 x 16","16 x 31",133.01,37.14,58.17,87.69,1.51,17.87,404.11,544.5,-5.66
"911","28","16","IL19-27565 x IL17-23904","IL17-23904 x IL19-27565","28 x 16","16 x 28",133.14,37.53,58.8,85.83,1.28,13.29,402.43,594.5,-7.34
"912","35","16","IL19-3505 x IL17-23904","IL17-23904 x IL19-3505","35 x 16","16 x 35",131.7,37.06,57.86,87.11,1.38,14.17,410.11,348,0.34
"913","20","16","IL19-3528 x IL17-23904","IL17-23904 x IL19-3528","20 x 16","16 x 20",131.7,37.3,57.85,86.7,1.41,15.06,407.19,447.5,-2.58
"914","19","16","IL19-6946 x IL17-23904","IL17-23904 x IL19-6946","19 x 16","16 x 19",132.31,36.51,57.85,87.94,1.77,19.34,400.31,640,-9.46
"915","6","16","US16-IL-061-032 x IL17-23904","IL17-23904 x US16-IL-061-032","6 x 16","16 x 6",132.17,37.31,57.85,85.88,1.82,19.59,390.93,734,-18.84
"916","13","16","US16-IL-062-031 x IL17-23904","IL17-23904 x US16-IL-062-031","13 x 16","16 x 13",131.15,36.54,58.73,87.04,1.68,16.8,407.9,420,-1.87
"917","29","16","US16-IL-062-109 x IL17-23904","IL17-23904 x US16-IL-062-109","29 x 16","16 x 29",132.86,36.44,57.93,87.96,1.7,17.57,401.6,615,-8.17
"918","18","16","US16-IL-063-063 x IL17-23904","IL17-23904 x US16-IL-063-063","18 x 16","16 x 18",131.75,35.66,57.7,85.09,1.68,20.52,389,740,-20.77
"919","27","16","US16-IL-064-095 x IL17-23904","IL17-23904 x US16-IL-064-095","27 x 16","16 x 27",132.52,36.7,58.22,86.6,1.55,17.27,401.35,623,-8.42
"920","34","16","US17-IL-108-039 x IL17-23904","IL17-23904 x US17-IL-108-039","34 x 16","16 x 34",134.65,36.42,57.91,89.07,1.62,19.16,397.78,690,-11.99
"921","39","16","US17-IL-108-070 x IL17-23904","IL17-23904 x US17-IL-108-070","39 x 16","16 x 39",133.81,37.03,58.45,86.81,1.57,19.98,394.01,720,-15.76
"922","26","42","IL17-8626 x IL17-8620","IL17-8620 x IL17-8626","26 x 42","42 x 26",130.18,35.53,58.26,80.31,0.97,17.32,394.14,718,-15.63
"923","21","42","IL17-8831 x IL17-8620","IL17-8620 x IL17-8831","21 x 42","42 x 21",132.01,36.23,57.88,85.06,1.07,14.93,404.92,523,-4.85
"924","5","42","IL18-14535 x IL17-8620","IL17-8620 x IL18-14535","5 x 42","42 x 5",130.32,35.95,58.1,83.31,1.09,17.22,405,522,-4.77
"925","24","42","IL18-15372 x IL17-8620","IL17-8620 x IL18-15372","24 x 42","42 x 24",130.31,36.17,58.45,83.24,1.1,16.05,405.43,506,-4.34
"926","36","42","IL18-22767 x IL17-8620","IL17-8620 x IL18-22767","36 x 42","42 x 36",131.49,36.69,57.81,84.87,1.09,16.18,403.85,551,-5.92
"927","12","42","IL18-22976 x IL17-8620","IL17-8620 x IL18-22976","12 x 42","42 x 12",132.68,37.64,58.18,85.64,1.09,16.63,404.77,527,-5
"928","15","42","IL18-23760 x IL17-8620","IL17-8620 x IL18-23760","15 x 42","42 x 15",132.01,36.71,58.31,84.29,1.08,15.31,402.93,578,-6.84
"929","17","42","IL18-4910 x IL17-8620","IL17-8620 x IL18-4910","17 x 42","42 x 17",130.81,36.78,58.78,81.83,0.85,14.62,401.74,611,-8.03
"930","3","42","IL18MSFRS-18 x IL17-8620","IL17-8620 x IL18MSFRS-18","3 x 42","42 x 3",132.57,36.88,58.23,87.14,0.98,13.67,416,159,6.23
"931","33","42","IL19-10123 x IL17-8620","IL17-8620 x IL19-10123","33 x 42","42 x 33",129.7,36.66,58.14,83.03,1.2,15.93,405.72,498,-4.05
"932","23","42","IL19-12830 x IL17-8620","IL17-8620 x IL19-12830","23 x 42","42 x 23",131.47,36.94,58.35,82.84,1.14,15.86,397.57,695,-12.2
"933","37","42","IL19-13713 x IL17-8620","IL17-8620 x IL19-13713","37 x 42","42 x 37",130.17,36.17,58.19,82.11,0.86,10.76,408.41,407,-1.36
"934","14","42","IL19-13942 x IL17-8620","IL17-8620 x IL19-13942","14 x 42","42 x 14",129.19,36.23,58.1,81.01,0.92,12.85,405.7,499,-4.07
"935","7","42","IL19-13978 x IL17-8620","IL17-8620 x IL19-13978","7 x 42","42 x 7",129.64,36.47,58.29,81.48,1.04,14.51,402.6,589,-7.17
"936","4","42","IL19-14617 x IL17-8620","IL17-8620 x IL19-14617","4 x 42","42 x 4",129.02,36.47,58.1,84.73,1.23,16.36,415.86,162,6.09
"937","1","42","IL19-14856 x IL17-8620","IL17-8620 x IL19-14856","1 x 42","42 x 1",129.42,37.08,57.97,85.59,1.03,13.54,422.49,64,12.72
"938","38","42","IL19-15327 x IL17-8620","IL17-8620 x IL19-15327","38 x 42","42 x 38",131.38,37.35,57.83,83.96,1.02,12.78,404.21,540,-5.56
"939","8","42","IL19-18153 x IL17-8620","IL17-8620 x IL19-18153","8 x 42","42 x 8",131.35,35.89,58.17,84.66,1.02,14.72,409.14,382,-0.63
"940","30","42","IL19-18837 x IL17-8620","IL17-8620 x IL19-18837","30 x 42","42 x 30",131.75,35.8,57.97,83,0.94,13.36,401.44,619,-8.33
"941","32","42","IL19-21760 x IL17-8620","IL17-8620 x IL19-21760","32 x 42","42 x 32",130.8,35.62,57.78,82.73,0.94,16.61,399.47,656,-10.3
"942","10","42","IL19-22757 x IL17-8620","IL17-8620 x IL19-22757","10 x 42","42 x 10",130.93,36.71,58.67,82.87,1.09,15.47,401.39,620.5,-8.38
"943","31","42","IL19-23833 x IL17-8620","IL17-8620 x IL19-23833","31 x 42","42 x 31",131.73,37.06,58.39,84.28,1.07,16.36,403.65,556,-6.12
"944","28","42","IL19-27565 x IL17-8620","IL17-8620 x IL19-27565","28 x 42","42 x 28",131.86,37.45,59.01,82.42,0.84,11.77,401.51,617,-8.26
"945","35","42","IL19-3505 x IL17-8620","IL17-8620 x IL19-3505","35 x 42","42 x 35",130.43,36.98,58.08,83.69,0.93,12.65,411.89,276,2.12
"946","20","42","IL19-3528 x IL17-8620","IL17-8620 x IL19-3528","20 x 42","42 x 20",130.42,37.22,58.07,83.29,0.96,13.55,409.03,386.5,-0.74
"947","19","42","IL19-6946 x IL17-8620","IL17-8620 x IL19-6946","19 x 42","42 x 19",131.03,36.43,58.07,84.53,1.33,17.83,402.68,585,-7.09
"948","6","42","US16-IL-061-032 x IL17-8620","IL17-8620 x US16-IL-061-032","6 x 42","42 x 6",130.9,37.23,58.06,82.46,1.38,18.07,393.19,728,-16.58
"949","13","42","US16-IL-062-031 x IL17-8620","IL17-8620 x US16-IL-062-031","13 x 42","42 x 13",129.88,36.46,58.95,83.62,1.23,15.29,407.46,435.5,-2.31
"950","29","42","US16-IL-062-109 x IL17-8620","IL17-8620 x US16-IL-062-109","29 x 42","42 x 29",131.58,36.36,58.15,84.54,1.26,16.06,402.51,592,-7.26
"951","18","42","US16-IL-063-063 x IL17-8620","IL17-8620 x US16-IL-063-063","18 x 42","42 x 18",130.48,35.58,57.92,81.67,1.23,19.01,392.23,731,-17.54
"952","27","42","US16-IL-064-095 x IL17-8620","IL17-8620 x US16-IL-064-095","27 x 42","42 x 27",131.25,36.62,58.44,83.19,1.11,15.76,400.79,632,-8.98
"953","34","42","US17-IL-108-039 x IL17-8620","IL17-8620 x US17-IL-108-039","34 x 42","42 x 34",133.37,36.34,58.12,85.65,1.18,17.65,399.25,659,-10.52
"954","39","42","US17-IL-108-070 x IL17-8620","IL17-8620 x US17-IL-108-070","39 x 42","42 x 39",132.54,36.95,58.67,83.4,1.12,18.46,393.56,724,-16.21
"955","21","26","IL17-8831 x IL17-8626","IL17-8626 x IL17-8831","21 x 26","26 x 21",132.49,35.36,57.96,84.22,0.98,12.39,403.34,570,-6.43
"956","5","26","IL18-14535 x IL17-8626","IL17-8626 x IL18-14535","5 x 26","26 x 5",130.8,35.09,58.18,82.47,1.01,14.68,402.01,604,-7.76
"957","24","26","IL18-15372 x IL17-8626","IL17-8626 x IL18-15372","24 x 26","26 x 24",130.79,35.31,58.53,82.4,1.01,13.51,402.43,594.5,-7.34
"958","36","26","IL18-22767 x IL17-8626","IL17-8626 x IL18-22767","36 x 26","26 x 36",131.97,35.82,57.89,84.02,1.01,13.63,402.28,598,-7.49
"959","12","26","IL18-22976 x IL17-8626","IL17-8626 x IL18-22976","12 x 26","26 x 12",133.16,36.78,58.26,84.79,1,14.09,401.86,607.5,-7.91
"960","15","26","IL18-23760 x IL17-8626","IL17-8626 x IL18-23760","15 x 26","26 x 15",132.5,35.84,58.39,83.45,0.99,12.77,399.96,643,-9.81
"961","17","26","IL18-4910 x IL17-8626","IL17-8626 x IL18-4910","17 x 26","26 x 17",131.3,35.91,58.86,80.99,0.76,12.08,398.63,669.5,-11.14
"962","3","26","IL18MSFRS-18 x IL17-8626","IL17-8626 x IL18MSFRS-18","3 x 26","26 x 3",133.06,36.01,58.31,86.3,0.89,11.13,413.11,232,3.34
"963","33","26","IL19-10123 x IL17-8626","IL17-8626 x IL19-10123","33 x 26","26 x 33",130.18,35.79,58.22,82.19,1.12,13.39,402.72,584,-7.05
"964","23","26","IL19-12830 x IL17-8626","IL17-8626 x IL19-12830","23 x 26","26 x 23",131.96,36.08,58.43,82,1.05,13.32,394.56,717,-15.21
"965","37","26","IL19-13713 x IL17-8626","IL17-8626 x IL19-13713","37 x 26","26 x 37",130.66,35.3,58.27,81.27,0.78,8.22,405.29,511,-4.48
"966","14","26","IL19-13942 x IL17-8626","IL17-8626 x IL19-13942","14 x 26","26 x 14",129.67,35.37,58.18,80.16,0.83,10.31,402.56,590,-7.21
"967","7","26","IL19-13978 x IL17-8626","IL17-8626 x IL19-13978","7 x 26","26 x 7",130.12,35.6,58.37,80.63,0.96,11.97,399.51,654,-10.26
"968","4","26","IL19-14617 x IL17-8626","IL17-8626 x IL19-14617","4 x 26","26 x 4",129.5,35.61,58.18,83.89,1.14,13.82,412.94,240,3.17
"969","1","26","IL19-14856 x IL17-8626","IL17-8626 x IL19-14856","1 x 26","26 x 1",129.9,36.21,58.05,84.75,0.95,11,420.09,93,10.32
"970","38","26","IL19-15327 x IL17-8626","IL17-8626 x IL19-15327","38 x 26","26 x 38",131.86,36.48,57.91,83.12,0.94,10.24,402.55,591,-7.22
"971","8","26","IL19-18153 x IL17-8626","IL17-8626 x IL19-18153","8 x 26","26 x 8",131.83,35.02,58.25,83.81,0.93,12.18,406.17,483.5,-3.6
"972","30","26","IL19-18837 x IL17-8626","IL17-8626 x IL19-18837","30 x 26","26 x 30",132.23,34.94,58.05,82.15,0.86,10.82,398.84,664.5,-10.93
"973","32","26","IL19-21760 x IL17-8626","IL17-8626 x IL19-21760","32 x 26","26 x 32",131.28,34.75,57.86,81.88,0.86,14.07,397.77,691,-12
"974","10","26","IL19-22757 x IL17-8626","IL17-8626 x IL19-22757","10 x 26","26 x 10",131.41,35.84,58.75,82.03,1,12.93,398.37,676,-11.4
"975","31","26","IL19-23833 x IL17-8626","IL17-8626 x IL19-23833","31 x 26","26 x 31",132.22,36.19,58.47,83.44,0.98,13.81,400.69,634,-9.08
"976","28","26","IL19-27565 x IL17-8626","IL17-8626 x IL19-27565","28 x 26","26 x 28",132.35,36.59,59.09,81.57,0.75,9.23,398.4,674.5,-11.37
"977","35","26","IL19-3505 x IL17-8626","IL17-8626 x IL19-3505","35 x 26","26 x 35",130.91,36.11,58.16,82.85,0.85,10.11,408.86,392,-0.91
"978","20","26","IL19-3528 x IL17-8626","IL17-8626 x IL19-3528","20 x 26","26 x 20",130.91,36.35,58.15,82.45,0.88,11,405.99,489,-3.78
"979","19","26","IL19-6946 x IL17-8626","IL17-8626 x IL19-6946","19 x 26","26 x 19",131.52,35.57,58.15,83.68,1.24,15.29,399.77,647,-10
"980","6","26","US16-IL-061-032 x IL17-8626","IL17-8626 x US16-IL-061-032","6 x 26","26 x 6",131.38,36.36,58.14,81.62,1.29,15.53,390.22,737,-19.55
"981","13","26","US16-IL-062-031 x IL17-8626","IL17-8626 x US16-IL-062-031","13 x 26","26 x 13",130.36,35.6,59.03,82.78,1.15,12.75,404.49,534,-5.28
"982","29","26","US16-IL-062-109 x IL17-8626","IL17-8626 x US16-IL-062-109","29 x 26","26 x 29",132.07,35.49,58.23,83.7,1.17,13.51,399.58,650,-10.19
"983","18","26","US16-IL-063-063 x IL17-8626","IL17-8626 x US16-IL-063-063","18 x 26","26 x 18",130.96,34.72,58,80.83,1.15,16.46,390.47,736,-19.3
"984","27","26","US16-IL-064-095 x IL17-8626","IL17-8626 x US16-IL-064-095","27 x 26","26 x 27",131.73,35.75,58.52,82.35,1.02,13.22,397.79,689,-11.98
"985","34","26","US17-IL-108-039 x IL17-8626","IL17-8626 x US17-IL-108-039","34 x 26","26 x 34",133.86,35.48,58.2,84.81,1.1,15.1,396.36,706,-13.41
"986","39","26","US17-IL-108-070 x IL17-8626","IL17-8626 x US17-IL-108-070","39 x 26","26 x 39",133.02,36.08,58.75,82.56,1.04,15.92,390.58,735,-19.19
"987","5","21","IL18-14535 x IL17-8831","IL17-8831 x IL18-14535","5 x 21","21 x 5",132.63,35.78,57.8,87.22,1.1,12.29,411.4,297.5,1.63
"988","24","21","IL18-15372 x IL17-8831","IL17-8831 x IL18-15372","24 x 21","21 x 24",132.62,36,58.15,87.15,1.11,11.12,415.26,176,5.49
"989","36","21","IL18-22767 x IL17-8831","IL17-8831 x IL18-22767","36 x 21","21 x 36",133.8,36.52,57.51,88.77,1.11,11.24,408.28,412,-1.49
"990","12","21","IL18-22976 x IL17-8831","IL17-8831 x IL18-22976","12 x 21","21 x 12",134.99,37.47,57.88,89.54,1.1,11.7,412.58,253,2.81
"991","15","21","IL18-23760 x IL17-8831","IL17-8831 x IL18-23760","15 x 21","21 x 15",134.33,36.54,58.01,88.2,1.09,10.38,412.85,243,3.08
"992","17","21","IL18-4910 x IL17-8831","IL17-8831 x IL18-4910","17 x 21","21 x 17",133.12,36.61,58.48,85.74,0.86,9.69,411.76,281,1.99
"993","3","21","IL18MSFRS-18 x IL17-8831","IL17-8831 x IL18MSFRS-18","3 x 21","21 x 3",134.89,36.71,57.93,91.05,0.99,8.74,424.92,41,15.15
"994","33","21","IL19-10123 x IL17-8831","IL17-8831 x IL19-10123","33 x 21","21 x 33",132.01,36.49,57.84,86.94,1.21,11,412.72,248,2.95
"995","23","21","IL19-12830 x IL17-8831","IL17-8831 x IL19-12830","23 x 21","21 x 23",133.79,36.77,58.05,86.75,1.15,10.93,407.37,440,-2.4
"996","37","21","IL19-13713 x IL17-8831","IL17-8831 x IL19-13713","37 x 21","21 x 37",132.48,35.99,57.89,86.02,0.87,5.83,416.66,145,6.89
"997","14","21","IL19-13942 x IL17-8831","IL17-8831 x IL19-13942","14 x 21","21 x 14",131.5,36.06,57.8,84.91,0.93,7.92,412.28,262.5,2.51
"998","7","21","IL19-13978 x IL17-8831","IL17-8831 x IL19-13978","7 x 21","21 x 7",131.95,36.29,57.99,85.38,1.05,9.58,412.24,265,2.47
"999","4","21","IL19-14617 x IL17-8831","IL17-8831 x IL19-14617","4 x 21","21 x 4",131.33,36.3,57.8,88.64,1.24,11.43,422.15,67,12.38
"1000","1","21","IL19-14856 x IL17-8831","IL17-8831 x IL19-14856","1 x 21","21 x 1",131.73,36.91,57.67,89.5,1.04,8.61,427.16,31,17.39
"1001","38","21","IL19-15327 x IL17-8831","IL17-8831 x IL19-15327","38 x 21","21 x 38",133.69,37.17,57.53,87.87,1.03,7.85,408.84,393,-0.93
"1002","8","21","IL19-18153 x IL17-8831","IL17-8831 x IL19-18153","8 x 21","21 x 8",133.66,35.72,57.87,88.56,1.03,9.79,416.84,141,7.07
"1003","30","21","IL19-18837 x IL17-8831","IL17-8831 x IL19-18837","30 x 21","21 x 30",134.06,35.63,57.67,86.9,0.95,8.43,406.25,479,-3.52
"1004","32","21","IL19-21760 x IL17-8831","IL17-8831 x IL19-21760","32 x 21","21 x 32",133.11,35.44,57.49,86.63,0.95,11.68,404.04,548,-5.73
"1005","10","21","IL19-22757 x IL17-8831","IL17-8831 x IL19-22757","10 x 21","21 x 10",133.24,36.54,58.37,86.78,1.1,10.54,411.24,308,1.47
"1006","31","21","IL19-23833 x IL17-8831","IL17-8831 x IL19-23833","31 x 21","21 x 31",134.05,36.89,58.09,88.19,1.08,11.42,413.54,218.5,3.77
"1007","28","21","IL19-27565 x IL17-8831","IL17-8831 x IL19-27565","28 x 21","21 x 28",134.18,37.28,58.72,86.32,0.85,6.84,411.65,284,1.88
"1008","35","21","IL19-3505 x IL17-8831","IL17-8831 x IL19-3505","35 x 21","21 x 35",132.74,36.81,57.78,87.6,0.95,7.72,418.06,112,8.29
"1009","20","21","IL19-3528 x IL17-8831","IL17-8831 x IL19-3528","20 x 21","21 x 20",132.74,37.05,57.77,87.2,0.97,8.61,415.08,180.5,5.31
"1010","19","21","IL19-6946 x IL17-8831","IL17-8831 x IL19-6946","19 x 21","21 x 19",133.35,36.26,57.77,88.43,1.34,12.89,408.3,411,-1.47
"1011","6","21","US16-IL-061-032 x IL17-8831","IL17-8831 x US16-IL-061-032","6 x 21","21 x 6",133.21,37.05,57.77,86.37,1.39,13.14,398.66,668,-11.11
"1012","13","21","US16-IL-062-031 x IL17-8831","IL17-8831 x US16-IL-062-031","13 x 21","21 x 13",132.19,36.29,58.65,87.53,1.24,10.36,417.23,128,7.46
"1013","29","21","US16-IL-062-109 x IL17-8831","IL17-8831 x US16-IL-062-109","29 x 21","21 x 29",133.9,36.19,57.85,88.45,1.27,11.12,409.61,362,-0.16
"1014","18","21","US16-IL-063-063 x IL17-8831","IL17-8831 x US16-IL-063-063","18 x 21","21 x 18",132.79,35.41,57.62,85.58,1.24,14.07,396.63,704,-13.14
"1015","27","21","US16-IL-064-095 x IL17-8831","IL17-8831 x US16-IL-064-095","27 x 21","21 x 27",133.56,36.45,58.14,87.1,1.12,10.82,410.63,330,0.86
"1016","34","21","US17-IL-108-039 x IL17-8831","IL17-8831 x US17-IL-108-039","34 x 21","21 x 34",135.69,36.17,57.83,89.56,1.19,12.71,405.93,493,-3.84
"1017","39","21","US17-IL-108-070 x IL17-8831","IL17-8831 x US17-IL-108-070","39 x 21","21 x 39",134.85,36.78,58.37,87.31,1.13,13.53,403.3,572,-6.47
"1018","24","5","IL18-15372 x IL18-14535","IL18-14535 x IL18-15372","24 x 5","5 x 24",130.93,35.73,58.37,85.39,1.14,13.41,413.3,227,3.53
"1019","36","5","IL18-22767 x IL18-14535","IL18-14535 x IL18-22767","36 x 5","5 x 36",132.11,36.24,57.73,87.02,1.13,13.53,410.26,340,0.49
"1020","12","5","IL18-22976 x IL18-14535","IL18-14535 x IL18-22976","12 x 5","5 x 12",133.31,37.2,58.1,87.79,1.12,13.99,412.67,251,2.9
"1021","15","5","IL18-23760 x IL18-14535","IL18-14535 x IL18-23760","15 x 5","5 x 15",132.64,36.27,58.23,86.45,1.12,12.67,410.84,324,1.07
"1022","17","5","IL18-4910 x IL18-14535","IL18-14535 x IL18-4910","17 x 5","5 x 17",131.44,36.34,58.7,83.99,0.89,11.98,409.72,354.5,-0.05
"1023","3","5","IL18MSFRS-18 x IL18-14535","IL18-14535 x IL18MSFRS-18","3 x 5","5 x 3",133.2,36.44,58.15,89.29,1.01,11.03,424.02,50,14.25
"1024","33","5","IL19-10123 x IL18-14535","IL18-14535 x IL19-10123","33 x 5","5 x 33",130.32,36.22,58.06,85.18,1.24,13.29,413.54,218.5,3.77
"1025","23","5","IL19-12830 x IL18-14535","IL18-14535 x IL19-12830","23 x 5","5 x 23",132.1,36.5,58.27,85,1.18,13.22,405.42,507,-4.35
"1026","37","5","IL19-13713 x IL18-14535","IL18-14535 x IL19-13713","37 x 5","5 x 37",130.8,35.72,58.11,84.27,0.9,8.12,416.46,149,6.69
"1027","14","5","IL19-13942 x IL18-14535","IL18-14535 x IL19-13942","14 x 5","5 x 14",129.81,35.79,58.02,83.16,0.96,10.21,413.67,214,3.9
"1028","7","5","IL19-13978 x IL18-14535","IL18-14535 x IL19-13978","7 x 5","5 x 7",130.26,36.02,58.21,83.63,1.08,11.87,410.49,331,0.72
"1029","4","5","IL19-14617 x IL18-14535","IL18-14535 x IL19-14617","4 x 5","5 x 4",129.64,36.03,58.02,86.89,1.26,13.72,423.69,53,13.92
"1030","1","5","IL19-14856 x IL18-14535","IL18-14535 x IL19-14856","1 x 5","5 x 1",130.04,36.64,57.89,87.75,1.07,10.9,429.05,19,19.28
"1031","38","5","IL19-15327 x IL18-14535","IL18-14535 x IL19-15327","38 x 5","5 x 38",132,36.9,57.75,86.12,1.06,10.14,410.72,327.5,0.95
"1032","8","5","IL19-18153 x IL18-14535","IL18-14535 x IL19-18153","8 x 5","5 x 8",131.98,35.45,58.09,86.81,1.05,12.08,417.08,130,7.31
"1033","30","5","IL19-18837 x IL18-14535","IL18-14535 x IL19-18837","30 x 5","5 x 30",132.37,35.36,57.89,85.15,0.98,10.72,408.05,416.5,-1.72
"1034","32","5","IL19-21760 x IL18-14535","IL18-14535 x IL19-21760","32 x 5","5 x 32",131.42,35.17,57.7,84.88,0.98,13.97,405.94,492,-3.83
"1035","10","5","IL19-22757 x IL18-14535","IL18-14535 x IL19-22757","10 x 5","5 x 10",131.56,36.27,58.59,85.02,1.13,12.83,409.27,380,-0.5
"1036","31","5","IL19-23833 x IL18-14535","IL18-14535 x IL19-23833","31 x 5","5 x 31",132.36,36.62,58.31,86.43,1.11,13.71,411.55,289,1.78
"1037","28","5","IL19-27565 x IL18-14535","IL18-14535 x IL19-27565","28 x 5","5 x 28",132.49,37.01,58.94,84.57,0.87,9.13,409.55,367,-0.22
"1038","35","5","IL19-3505 x IL18-14535","IL18-14535 x IL19-3505","35 x 5","5 x 35",131.06,36.54,58,85.85,0.97,10.01,419.82,96,10.05
"1039","20","5","IL19-3528 x IL18-14535","IL18-14535 x IL19-3528","20 x 5","5 x 20",131.05,36.78,57.99,85.44,1,10.9,416.86,140,7.09
"1040","19","5","IL19-6946 x IL18-14535","IL18-14535 x IL19-6946","19 x 5","5 x 19",131.66,35.99,57.99,86.68,1.37,15.19,410.29,337,0.52
"1041","6","5","US16-IL-061-032 x IL18-14535","IL18-14535 x US16-IL-061-032","6 x 5","5 x 6",131.52,36.78,57.98,84.62,1.42,15.43,400.64,635,-9.13
"1042","13","5","US16-IL-062-031 x IL18-14535","IL18-14535 x US16-IL-062-031","13 x 5","5 x 13",130.5,36.02,58.87,85.78,1.27,12.65,415.29,175,5.52
"1043","29","5","US16-IL-062-109 x IL18-14535","IL18-14535 x US16-IL-062-109","29 x 5","5 x 29",132.21,35.92,58.07,86.7,1.3,13.42,410.33,334.5,0.56
"1044","18","5","US16-IL-063-063 x IL18-14535","IL18-14535 x US16-IL-063-063","18 x 5","5 x 18",131.1,35.14,57.84,83.83,1.27,16.36,398.6,672,-11.17
"1045","27","5","US16-IL-064-095 x IL18-14535","IL18-14535 x US16-IL-064-095","27 x 5","5 x 27",131.87,36.17,58.36,85.34,1.15,13.12,408.66,396.5,-1.11
"1046","34","5","US17-IL-108-039 x IL18-14535","IL18-14535 x US17-IL-108-039","34 x 5","5 x 34",134,35.9,58.04,87.81,1.22,15.01,407.09,452.5,-2.68
"1047","39","5","US17-IL-108-070 x IL18-14535","IL18-14535 x US17-IL-108-070","39 x 5","5 x 39",133.16,36.51,58.59,85.55,1.16,15.82,401.38,622,-8.39
